id,name,type,crosses,breeder,effects,ailment,flavor,location,terpenes,thc,thca,thcv,cbd,cbda,cbn,cbgm,cbgv,cbc,cbcv,cbv,cbe,cbt,cbl
12,Afgoo,Indica,0,,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious","Stress, Pain, Insomnia, Lack of Appetite, Muscle Spasms","Pine, Earthy, Citrus",,,127,,,0,,0,,,,,,,,
13,Afgooey,Indica,0,,"Relaxed, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid, Anxious","Pain, Insomnia, Lack of Appetite, Stress, Muscle Spasms","Earthy, Pine",,,0,,,0,,0,,,,,,,,
14,Afwreck,Hybrid,0,Unknown Breeder,,,,,,127,,,0,,0,,,,,,,,
15,Agent Orange,Hybrid,"455, 386",TGA Seeds,,,,,,127,,,0,,0,,,,,,,,
16,AK-47,Hybrid,"10, 257",Serious Seeds,,,,,,127,,,0,,0,,,,,,,,
17,AK-48,Hybrid,0,Nirvana,,,,,,0,,,0,,0,,,,,,,,
18,Alaskan Thunder Fuck,Sativa,0,Northern View Collective,"Happy, Euphoric, Uplifted, Energetic, Relaxed, Dry Mouth, Paranoid, Anxious","Stress, Depression, Lack of Appetite, Pain","Earthy, Pine","Mt. Shasta, CA",,1500,,,0,,0,,,,,,,,
19,Alien Kush,Hybrid,0,The Cali Connection,,,Earthy,,,0,,,0,,0,,,,,,,,
20,Aloha,Hybrid,0,Unknown Breeder,"Energetic, Uplifted, Happy, Creative, Focused, Dry Mouth, Anxious","Depression, Stress, Pain","Sweet, Citrus",,,0,,,0,,0,,,,,,,,
21,Alohaberry,Hybrid,0,,,,,,,0,,,0,,0,,,,,,,,
22,Ambrosia,Hybrid,"139,81",Jordan of the Islands,,,,,,0,,,0,,0,,,,,,,,
23,Amethyst,Hybrid,0,Gage Green Group,,,,,,0,,,0,,0,,,,,,,,
24,Amnesia Haze,Hybrid,0,Soma Seeds,"Happy, Uplifted, Euphoric, Energetic, Creative, Dry Mouth, Paranoid, Anxious","Stress, Depression, Pain","Citrus, Lemon, Earthy",,,0,,,0,,0,,,,,,,,
25,Anesthesia,Indica,0,,"Hungry, Sleepy, Happy, Euphoric, Creative, Paranoid, Anxious","Pain, Stress, Insomnia, Lack of Appetite",Earthy,,,0,,,0,,0,,,,,,,,
26,Apollo 11,Hybrid,0,Brothers Grimm Marijuana Seed Bank,,,,,,0,,,0,,0,,,,,,,,
27,Arabian Gold,Hybrid,0,Unknown Breeder,"Euphoric, Tingly, Sleepy, Creative, Paranoid","Stress, Insomnia, Pain",,,,0,,,0,,0,,,,,,,,
28,Arjan's Strawberry Haze,Hybrid,"268, 174",Green House,,,,,,0,,,0,,0,,,,,,,,
29,Atomic Northern Lights,Hybrid,0,Dr. Atomic,,,,", CA",,1100,,,0,,0,,,,,,,,
30,A-Train,Hybrid,0,T.H.Seeds,,,,,,0,,,0,,0,,,,,,,,
31,Avalon,Hybrid,"10, 66",Next Generation Seeds,,,,,,0,,,0,,0,,,,,,,,
32,Banana Diesel,Hybrid,0,Baked Genetics,,,,,,127,,,0,,0,,,,,,,,
33,Banana Kush,Hybrid,0,Crockett Family Farms,,,,"Lake Forest, CA",,1700,,,0,,0,,,,,,,,
34,BC Roadkill,Hybrid,0,Cannacopia Seeds,,,,,,0,,,0,,0,,,,,,,,
35,BC Sweet Tooth,Hybrid,0,BC Bud Depot,"Uplifted, Happy, Relaxed, Sleepy, Euphoric, Dry Mouth, Paranoid","Stress, Insomnia, Depression, Nausea, Pain","Sweet, Honey",,,0,,,0,,0,,,,,,,,
36,Berkeley,Hybrid,0,Unknown Breeder,"Talkative, Happy, Uplifted, Energetic, Focused, Anxious, Dry Mouth, Paranoid","Stress, Depression, Lack of Appetite, Pain","Citrus, Sweet",,,0,,,0,,0,,,,,,,,
37,Berry White,Hybrid,0,Unknown Breeder,"Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth, Paranoid, Anxious","Stress, Pain, Depression, Insomnia","Berry, Sweet, Blueberry","Sherman Oaks, CA",,1600,,,0,,0,,,,,,,,
38,Big Bud,Hybrid,267,Seed Bank,"Relaxed, Sleepy, Hungry, Happy, Euphoric, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Depression, Muscle Spasms",Earthy,,,127,,,0,,0,,,,,,,,
39,Big Budda Cheese,Hybrid,"370, 10",Big Buddha,,,,,,127,,,0,,0,,,,,,,,
40,Big Wreck,Hybrid,0,Unknown Breeder,"Euphoric, Relaxed, Uplifted, Tingly, Happy, Dry Mouth, Paranoid","Stress, Insomnia, Depression, Lack of Appetite, Muscle Spasms",Earthy,,,0,,,0,,0,,,,,,,,
41,Black Dhalia,Hybrid,0,,,,,,,0,,,0,,0,,,,,,,,
42,Black Diesel,Hybrid,0,Advanced Seeds,,,,,,127,,,0,,0,,,,,,,,
43,Black Domina,Hybrid,0,Sensi Seeds,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid","Stress, Depression, Pain, Insomnia, Lack of Appetite","Pine, Pepper",,,127,,,0,,0,,,,,,,,
44,Black Jack,Hybrid,0,Sweet Seeds,,,,"Pomona, CA",,1800,,,0,,0,,,,,,,,
45,Black Label Kush,Indica,0,,"Euphoric, Relaxed, Sleepy, Happy, Uplifted, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Depression, Inflammation",Berry,,,0,,,0,,0,,,,,,,,
46,Black Widow,Hybrid,0,Shantibaba,,,,,,0,,,0,,0,,,,,,,,
47,Blackberry,Hybrid,0,Nebu,,,,"Lake Forest, CA",,1300,,,0,,0,,,,,,,,
48,Blackberry Hashplant,Indica,0,,"Euphoric, Sleepy, Uplifted, Energetic, Happy, Dry Mouth, Paranoid","Pain, Stress, Insomnia, Nausea","Berry, Sweet, Earthy",,,0,,,0,,0,,,,,,,,
49,Blackberry Kush,Hybrid,0,Unknown Breeder,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious","Stress, Pain, Insomnia, Depression, Nausea","Berry, Sweet, Earthy",", CA",,1300,,,0,,0,,,,,,,,
50,Blockhead,Hybrid,0,Spice of Life Seeds,,,,,,127,,,0,,0,,,,,,,,
51,Blue Bayou,Hybrid,0,Unknown Breeder,"Uplifted, Creative, Happy, Sleepy, Dry Mouth","Nausea, Stress, Depression",Sweet,,,0,,,0,,0,,,,,,,,
52,Blue Champagne,Hybrid,0,Unknown Breeder,,,,,,0,,,0,,0,,,,,,,,
53,Blue Cheese,Hybrid,"40, 66",Big Buddha Seeds,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious","Stress, Insomnia, Pain, Depression",Blueberry,,,127,,,0,,0,,,,,,,,
54,Blue Crack,Hybrid,0,Unknown Breeder,,,,,,127,,,0,,0,,,,,,,,
55,Blue Diesel,Hybrid,0,,,,,,,0,,,0,,0,,,,,,,,
56,Blue Dragon,Hybrid,0,Unknown Breeder,,,,,,127,,,20,,20,,,,,,,,
57,Blue Dream,Hybrid,0,Unknown Breeder,,,,"Los Angeles, CA",,2000,,,0,,0,,,,,,,,
58,Blue Goo,Hybrid,0,Bluegrass Seeds,,,,,,0,,,0,,0,,,,,,,,
59,Blue Mystic,Hybrid,"66, 370",Unknown Breeder,"Relaxed, Happy, Uplifted, Sleepy, Dry Mouth, Paranoid, Anxious","Stress, Depression, Nausea","Blueberry, Earthy, Sweet",,,0,,,0,,0,,,,,,,,
60,Blue OG,Hybrid,0,G13 Labs,,,,,,127,,,0,,0,,,,,,,,
61,Blue Rhino,Hybrid,0,Unknown Breeder,,,,,,127,,,0,,0,,,,,,,,
62,Blue Satellite,Hybrid,66,Spice of Life Seeds,"Happy, Energetic, Horny, Uplifted, Euphoric, Dry Mouth, Paranoid","Stress, Pain, Nausea, Inflammation","Sweet, Blueberry",,,0,,,0,,0,,,,,,,,
63,Blue Train,Hybrid,0,Unknown Breeder,,,,,,0,,,0,,0,,,,,,,,
64,Blue Widow,Hybrid,0,,,,,,,127,,,0,,0,,,,,,,,
65,Blueberry,Hybrid,0,DJ Short,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious","Stress, Pain, Depression, Insomnia, Lack of Appetite","Blueberry, Sweet, Berry","Lakeside, CA",,1600,,,0,,0,,,,,,,,
66,Blueberry Diesel,Hybrid,0,Unknown Breeder,,,,,,127,,,0,,0,,,,,,,,
67,Blueberry Haze,Hybrid,0,DNA Genetics,,,,"6150 White Oak Lane, CA",,1200,,,0,,0,,,,,,,,
68,Blueberry Headband,Hybrid,0,Emerald Triangle,,,,,,0,,,0,,0,,,,,,,,
69,Blueberry Kush,Indica,0,,"Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Paranoid","Pain, Stress, Insomnia, Depression, Lack of Appetite","Blueberry, Berry, Sweet",,,127,,,0,,0,,,,,,,,
70,Boysenberry,Hybrid,0,Bodhi Seeds,,,,,,0,,,0,,0,,,,,,,,
71,Brainstorm Haze,Hybrid,0,Delta-9 Labs,"Talkative, Happy, Uplifted, Focused, Energetic, Dry Mouth, Anxious","Pain, Muscle Spasms, Stress, Depression, Nausea","Sweet, Earthy",,,0,,,0,,0,,,,,,,,
72,Broke Diesel,Hybrid,0,Unknown Breeder,,,,,,0,,,0,,0,,,,,,,,
73,Bruce Banner,Hybrid,0,Delta 9 Caregivers,,,,"Richmond, CA",,1900,,,0,,0,,,,,,,,
74,Bubba Kush,Hybrid,0,Unknown Breeder,"Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid","Pain, Stress, Insomnia, Depression, Lack of Appetite","Earthy, Sweet","Los Angeles, CA",,1800,,,0,,0,,,,,,,,
75,Bubba OG,Hybrid,0,Dr. Greenthumb Seeds,"Relaxed, Happy, Sleepy, Uplifted, Euphoric, Dry Mouth, Paranoid","Stress, Pain, Depression, Insomnia, Nausea","Earthy, Sweet","Los Angeles, CA",,1600,,,0,,0,,,,,,,,
76,Bubble Gum,Hybrid,0,Serious Seeds,,,,"Bakersfield, CA",,600,,,1000,,100000,,,,,,,,
77,Bubbleberry,Hybrid,"66, 77",Sagarmatha Seeds,,,,,,127,,,0,,0,,,,,,,,
78,Bubblegun,Hybrid,0,Unknown Breeder,,,,,,0,,,0,,0,,,,,,,,
79,Buddha's Sister,Hybrid,0,Soma,,,,,,127,,,0,,0,,,,,,,,
80,Burmese Kush,Hybrid,0,,,,,,,0,,,0,,0,,,,,,,,
81,Butterscotch,Indica,0,,"Euphoric, Focused, Creative, Relaxed, Energetic, Dry Mouth, Paranoid","Stress, Depression, Insomnia, Muscle Spasms, Pain",,,,127,,,0,,0,,,,,,,,
82,C13 Haze,Hybrid,0,DNA Genetics,"Euphoric, Creative, Uplifted, Energetic, Dry Mouth, Paranoid","Pain, Stress, Muscle Spasms, Depression, Nausea","Earthy, Lemon",,,0,,,0,,0,,,,,,,,
83,Cannadential,Hybrid,0,DNA Genetics,,,,,,127,,,0,,0,,,,,,,,
84,Cannalope Haze,Hybrid,0,DNA Genetics,"Happy, Relaxed, Focused, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious","Depression, Stress, Pain, Nausea","Sweet, Lime",,,127,,,0,,0,,,,,,,,
85,Carmelicious,Hybrid,0,,,,,,,0,,,0,,0,,,,,,,,
86,Casey Jones,Hybrid,0,Head Seeds,"Euphoric, Energetic, Uplifted, Happy, Talkative, Dry Mouth, Paranoid, Anxious","Depression, Stress, Pain, Inflammation","Sweet, Earthy",,,127,,,0,,0,,,,,,,,
87,Cat Piss,Hybrid,0,Unknown Breeder,"Happy, Energetic, Creative, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious","Stress, Depression, Pain, Lack of Appetite","Ammonia, Earthy",,,0,,,0,,0,,,,,,,,
88,Cataract Kush,Hybrid,0,DNA Genetics,,,,"Upland, CA",,1400,,,0,,0,,,,,,,,
89,Champagne,Hybrid,"165, 180, 81",Unknown Breeder,,,,,,0,,,0,,0,,,,,,,,
90,Charlottes Web,Sativa,0,,,,,,,0,,,0,,0,,,,,,,,
91,Cheese,Hybrid,0,Unknown Breeder,,,,", CA",,1300,,,0,,0,,,,,,,,
92,Chemdawg,Hybrid,0,Bud Rx Delivery,,,,"Los Angeles, CA",,1700,,,0,,0,,,,,,,,
93,Chemdawg #4,Hybrid,0,Unknown Breeder,,,,,,127,,,0,,0,,,,,,,,
94,Chernobyl,Hybrid,0,TGA Seeds,,,,"Pomona, CA",,1700,,,0,,0,,,,,,,,
95,Cherry AK-47,Hybrid,0,Unknown Breeder,,,,,,0,,,0,,0,,,,,,,,
96,Cherry Bomb,Hybrid,"353, 562",Almighty Seeds,,,,,,127,,,0,,0,,,,,,,,
97,Cherry Kush,Organi,0,Carl D.,,,,"Artesia, CA",,1300,,,0,,0,,,,,,,,
98,Chiesel,Sativa,0,Holistic Healing Collective,,,,"Richmond, CA",,2300,,,0,,0,,,,,,,,
99,Chocolate Kush,Hybrid,0,DNA Genetics,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Lack of Appetite","Earthy, Coffee, Sweet",,,0,,,0,,0,,,,,,,,
100,Chocolope,Sativa,0,WOSC,"Happy, Energetic, Uplifted, Euphoric, Creative, Dry Mouth, Anxious, Paranoid","Stress, Depression, Pain, Lack of Appetite","Earthy, Coffee, Sweet","Cypress, CA",,1900,,,0,,0,,,,,,,,
101,Church OG,Hybrid,0,Unknown Breeder,"Relaxed, Happy, Uplifted, Creative, Horny, Dry Mouth, Paranoid","Stress, Depression, Pain, Insomnia","Earthy, Citrus",,,127,,,20,,10,,,,,,,,
102,Cinderella 99,Sativa,0,Holistic Healing Collective,,,,"Richmond, CA",,1200,,,0,,0,,,,,,,,
103,Citrus Kush,Hybrid,0,,,,,,,0,,,0,,0,,,,,,,,
104,Connie Chung,Hybrid,0,DNA Genetics,,,,,,0,,,0,,0,,,,,,,,
105,Cotton Candy Kush,Hybrid,0,,,,,,,127,,,0,,0,,,,,,,,
106,Cracker Jack,Hybrid,0,Unknown Breeder,"Uplifted, Energetic, Focused, Creative, Talkative, Dry Mouth, Paranoid","Stress, Depression, Lack of Appetite, Nausea",Citrus,,,0,,,0,,0,,,,,,,,
107,Critical Mass,Hybrid,"10, 370",Seed Bank,"Relaxed, Happy, Sleepy, Uplifted, Focused, Dry Mouth, Anxious, Paranoid","Stress, Pain, Depression, Insomnia, Inflammation","Earthy, Sweet",,,0,,,0,,0,,,,,,,,
108,Dairy Queen,Hybrid,0,TGA Seeds,,,,,,0,,,0,,0,,,,,,,,
109,Darth Vader OG,Indica,0,,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid","Insomnia, Stress, Pain, Depression","Grape, Earthy, Sweet",,,127,,,0,,0,,,,,,,,
110,Death Star,Hybrid,0,Unknown Breeder,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious, Paranoid","Stress, Pain, Depression, Insomnia, Nausea",Earthy,,,0,,,0,,0,,,,,,,,
111,Deep Purple,Hybrid,0,TGA Seeds,"Relaxed, Euphoric, Sleepy, Happy, Tingly, Dry Mouth, Anxious","Stress, Pain, Depression, Insomnia, Lack of Appetite","Grape, Earthy, Sweet",,,127,,,0,,0,,,,,,,,
112,Diablo,Hybrid,0,Next Generation Seeds,"Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth, Anxious, Paranoid","Stress, Pain, Insomnia, Depression, Inflammation",Earthy,"Los Angeles, CA",,1700,,,0,,0,,,,,,,,
113,Diesel Duff,Hybrid,0,,,,,,,127,,,0,,0,,,,,,,,
114,DJ Short Blueberry,Indica,0,DJ Short,"Relaxed, Happy, Euphoric, Uplifted, Creative, Dry Mouth, Anxious","Stress, Insomnia, Pain, Depression, Lack of Appetite","Blueberry, Sweet, Berry",,,0,,,0,,0,,,,,,,,
115,Domino,Hybrid,0,Unknown Breeder,"Sleepy, Happy, Tingly, Uplifted, Euphoric, Dry Mouth","Stress, Insomnia, Depression, Pain, Muscle Spasms",,,,0,,,0,,0,,,,,,,,
116,Double D,Sativa,0,PAPA GANJA,,,,"Lake Forest, CA",,1800,,,0,,0,,,,,,,,
117,Double Diesel,Hybrid,0,Lowlife Seeds,"Creative, Happy, Focused, Energetic, Euphoric, Dry Mouth, Paranoid","Depression, Stress, Pain, Insomnia","Lime, Citrus",,,0,,,0,,0,,,,,,,,
118,Dream Queen,Hybrid,0,Unknown Breeder,,,,"Richmond, CA",,1200,,,0,,0,,,,,,,,
119,Durban Cheese,Hybrid,0,Unknown Breeder,,,,,,127,,,0,,0,,,,,,,,
120,Durban Poison,Sativa,0,Nirvana,"Uplifted, Happy, Energetic, Focused, Euphoric, Dry Mouth, Paranoid, Anxious","Depression, Stress, Pain, Nausea","Earthy, Sweet, Pine",,,127,,,0,,0,,,,,,,,
121,Dutch Treat,Hybrid,0,Unknown Breeder,,,,,,127,,,0,,0,,,,,,,,
122,Early Girl,Indica,0,,"Relaxed, Happy, Uplifted, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid","Stress, Pain, Depression, Muscle Spasms, Lack of Appetite","Citrus, Earthy, Sweet",,,0,,,0,,0,,,,,,,,
123,Earthquake,Hybrid,0,,,,,,,0,,,0,,0,,,,,,,,
124,East Coast Sour Diesel,Sativa,0,,"Happy, Focused, Energetic, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious","Muscle Spasms, Stress, Pain, Depression, Inflammation","Citrus, Lemon",,,127,,,0,,0,,,,,,,,
125,Ed Rosenthal Super Bud,Hybrid,0,Sensi Seeds,,,,,,0,,,0,,0,,,,,,,,
126,El Jeffe,Hybrid,0,,,,,,,127,,,0,,0,,,,,,,,
127,El Nino,Hybrid,0,Green House Seed Co.,,,,,,0,,,0,,0,,,,,,,,
128,Euphoria,Hybrid,0,Royal Queen,,,,,,0,,,0,,0,,,,,,,,
129,Exodus Cheese,Hybrid,0,Green House Seed Co.,,,,"San Juan Capistrano, CA",,500,,,0,,0,,,,,,,,
130,Fire Haze,Sativa,0,,"Focused, Euphoric, Happy, Relaxed, Uplifted, Dry Mouth, Paranoid, Anxious","Stress, Depression, Pain","Sweet, Berry, Earthy",,,127,,,0,,0,,,,,,,,
131,Fire OG,Hybrid,0,Dark Heart Nursery,,,,", CA",,2000,,,0,,0,,,,,,,,
132,Flo,Hybrid,10,DJ Short,,,,,,127,,,0,,0,,,,,,,,
133,Frostbite,Sativa,0,,"Sleepy, Happy, Relaxed, Tingly, Uplifted, Dry Mouth","Depression, Insomnia, Pain, Lack of Appetite, Stress","Earthy, Skunk, Berry",,,0,,,0,,0,,,,,,,,
134,Fruity Pebbles,Hybrid,0,,,,,,,0,,,0,,0,,,,,,,,
135,Fucking Incredible,Hybrid,0,Vancouver Island Seed Company,"Relaxed, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Anxious","Pain, Stress, Depression, Insomnia","Skunk, Earthy",,,0,,,0,,0,,,,,,,,
136,G-13,Hybrid,0,,,,,,,127,,,0,,0,,,,,,,,
137,G13 Haze,Hybrid,0,Soma Seeds,,,,,,127,,,0,,0,,,,,,,,
138,God Bud,Hybrid,0,Jordan of the Islands,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious","Stress, Pain, Depression, Inflammation, Insomnia","Earthy, Sweet",,,0,,,0,,0,,,,,,,,
139,Godberry,Indica,0,,"Relaxed, Sleepy, Happy, Euphoric, Dry Mouth, Paranoid","Insomnia, Pain, Stress, Muscle Spasms, Depression","Berry, Blueberry, Sweet",,,0,,,0,,0,,,,,,,,
140,God's Gift,Hybrid,0,,,,,,,127,,,0,,0,,,,,,,,
141,Golden Goat,Hybrid,0,Unknown Breeder,,,,"Richmond, CA",,1400,,,0,,0,,,,,,,,
142,Goo,Hybrid,0,Unknown Breeder,"Sleepy, Relaxed, Hungry, Euphoric, Happy, Dry Mouth, Paranoid","Pain, Stress, Insomnia, Lack of Appetite, Muscle Spasms","Berry, Sweet, Blueberry","Morongo Basin, CA",,1300,,,0,,0,,,,,,,,
143,Goldwing,Sativa,0,,"Uplifted, Happy, Euphoric, Creative, Energetic, Dry Mouth, Paranoid","Stress, Depression, Nausea, Pain, Muscle Spasms",,,,0,,,0,,0,,,,,,,,
144,Grand Hindu,Indica,0,,"Relaxed, Sleepy, Happy, Horny, Creative, Dry Mouth, Paranoid","Inflammation, Pain, Stress","Grape, Citrus",,,0,,,0,,0,,,,,,,,
145,Grandaddy Purple,Indica,0,Holistic Healing Collective,,,,"Richmond, CA",,1400,,,0,,0,,,,,,,,
146,Grape Ape,Hybrid,0,Apothecary Seed Company,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious","Stress, Pain, Insomnia, Depression","Grape, Sweet, Berry","Richmond, CA",,1600,,,0,,0,,,,,,,,
147,Grape Crush,Indica,0,,"Relaxed, Euphoric, Happy, Uplifted, Creative, Dry Mouth","Stress, Pain, Depression, Muscle Spasms, Insomnia","Grape, Sweet, Berry",,,0,,,0,,0,,,,,,,,
148,Grape God,Hybrid,0,,,,,,,0,,,0,,0,,,,,,,,
149,Grape Kush,Hybrid,0,Unknown Breeder,,,,,,127,,,0,,0,,,,,,,,
150,Grape Skunk,Hybrid,0,Next Generation Seeds,"Happy, Uplifted, Talkative, Energetic, Relaxed, Dry Mouth","Nausea, Stress, Pain, Depression, Insomnia","Skunk, Earthy, Grape",,,127,,,0,,0,,,,,,,,
151,Grapefruit,Hybrid,0,Unknown Breeder,"Happy, Energetic, Euphoric, Relaxed, Uplifted, Dry Mouth, Paranoid","Stress, Depression, Pain","Citrus, Sweet",,,127,,,40,,20,,,,,,,,
152,Grapefruit Haze,Hybrid,0,Next Generation Seeds,"Uplifted, Happy, Euphoric, Relaxed, Talkative, Dry Mouth, Paranoid, Anxious","Stress, Depression, Pain, Muscle Spasms","Lemon, Citrus",,,0,,,0,,0,,,,,,,,
153,Gravity,Hybrid,0,T.H.Seeds,"Sleepy, Hungry, Relaxed, Horny, Euphoric, Dry Mouth, Paranoid","Stress, Depression, Pain, Insomnia","Sweet, Citrus, Rose",,,0,,,0,,0,,,,,,,,
154,Green Candy,Hybrid,0,Unknown Breeder,"Happy, Uplifted, Relaxed, Energetic, Focused, Dry Mouth, Paranoid, Anxious","Depression, Stress, Nausea, Pain, Insomnia","Sweet, Pine, Earthy",,,127,,,0,,0,,,,,,,,
155,Green Crack,Hybrid,0,Unknown Breeder,"Energetic, Happy, Uplifted, Focused, Euphoric, Dry Mouth, Anxious, Paranoid","Stress, Depression, Pain","Citrus, Sweet, Earthy","Los Angeles, CA",,1700,,,0,,0,,,,,,,,
156,Green Crack Extreme,Sativa,0,,"Energetic, Talkative, Uplifted, Creative, Focused, Dry Mouth, Paranoid","Stress, Depression, Pain, Nausea","Sweet, Earthy",,,127,,,0,,0,,,,,,,,
157,Green Door Kush,Hybrid,0,,,,,,,0,,,0,,0,,,,,,,,
158,Green Dream,Hybrid,0,Unknown Breeder,,,,"Redondo Beach, CA",,1600,,,0,,0,,,,,,,,
159,Green Goblin,Sativa,0,,"Uplifted, Focused, Happy, Creative, Euphoric, Dry Mouth, Paranoid, Anxious","Lack of Appetite, Stress, Depression, Insomnia","Pine, Citrus",,,0,,,0,,0,,,,,,,,
160,Green Hornet,Hybrid,0,,,,,,,127,,,0,,0,,,,,,,,
161,Green Kush,Hybrid,0,Unknown Breeder,"Euphoric, Hungry, Energetic, Sleepy, Relaxed, Dry Mouth, Paranoid","Stress, Pain, Depression, Nausea, Insomnia","Citrus, Sweet, Earthy",,,0,,,0,,0,,,,,,,,
162,Green Queen,Hybrid,0,Unknown Breeder,,,,,,0,,,0,,0,,,,,,,,
163,Harlequin,Hybrid,0,Unknown Breeder,"Relaxed, Focused, Uplifted, Happy, Energetic, Dry Mouth, Anxious","Stress, Pain, Depression, Inflammation","Earthy, Sweet","San Juan Capistrano, CA",,600,,,1000,,100000,,,,,,,,
164,Hash Plant,Indica,0,Sensi Seeds,"Relaxed, Sleepy, Happy, Hungry, Euphoric, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Depression",Earthy,,,127,,,13,,3,,,,,,,,
165,Hashberry,Hybrid,0,Mandala Seeds,"Relaxed, Happy, Euphoric, Uplifted, Tingly, Dry Mouth, Paranoid, Anxious","Pain, Insomnia, Lack of Appetite, Muscle Spasms","Berry, Sweet",,,0,,,0,,0,,,,,,,,
166,Hashplant Haze,Sativa,0,,"Happy, Uplifted, Relaxed, Euphoric, Sleepy, Dry Mouth, Anxious","Pain, Stress, Depression, Insomnia","Blueberry, Sweet, Orange",,,0,,,0,,0,,,,,,,,
167,Hawaiian Delight,Indica,0,,"Happy, Relaxed, Horny, Uplifted, Euphoric, Dry Mouth, Paranoid","Pain, Stress, Nausea, Depression",Sweet,,,0,,,0,,0,,,,,,,,
168,Hawaiian Fire,Hybrid,0,,,,,,,0,,,0,,0,,,,,,,,
169,Hawaiian Sativa,Hybrid,0,Unknown Breeder,"Uplifted, Euphoric, Happy, Relaxed, Sleepy, Dry Mouth, Paranoid","Nausea, Stress, Depression, Insomnia, Pain","Citrus, Sweet",,,0,,,0,,0,,,,,,,,
170,Hawaiian Skunk,Hybrid,370,Reeferman Seeds,,,,,,0,,,0,,0,,,,,,,,
171,Hawaiian Snow,Hybrid,0,Green House Seed Co.,"Happy, Relaxed, Uplifted, Euphoric, Creative, Dry Mouth, Anxious, Paranoid","Depression, Pain, Stress",,,,0,,,0,,0,,,,,,,,
172,Hawaiian Thunder Fuck,Hybrid,0,,,,,,,0,,,0,,0,,,,,,,,
173,Haze,Hybrid,0,Unknown Breeder,"Euphoric, Uplifted, Happy, Energetic, Creative, Dry Mouth, Paranoid, Anxious","Stress, Depression, Pain","Earthy, Sweet",,,127,,,0,,0,,,,,,,,
174,Headband,Hybrid,0,Unknown Breeder,,,,"Richmond, CA",,1900,,,0,,0,,,,,,,,
175,Heavy Duty Fruity,Hybrid,0,ThSeeds,,,,,,0,,,0,,0,,,,,,,,
176,Hempstar,Sativa,174,Dutch Passion,"Happy, Focused, Relaxed, Euphoric, Uplifted, Dry Mouth, Paranoid","Stress, Depression, Nausea, Pain, Lack of Appetite",Earthy,,,0,,,0,,0,,,,,,,,
177,Herojuana,Hybrid,0,StructuredHydro,,,,"Baltimore, MD",,1900,,,0,,0,,,,,,,,
178,Himalayan Gold,Hybrid,0,Greenhouse,,,,,,0,,,0,,0,,,,,,,,
179,Hindu Kush,Hybrid,0,Sacred Seeds,"Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Anxious, Paranoid","Stress, Pain, Insomnia, Depression, Lack of Appetite","Earthy, Sweet",,,127,,,0,,0,,,,,,,,
180,Hindu Skunk,Hybrid,0,Oaksterdam Seed Company,"Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Depression, Nausea","Skunk, Earthy, Sweet",,,127,,,0,,0,,,,,,,,
181,Hog's Breath,Hybrid,0,,,,,,,0,,,0,,0,,,,,,,,
182,Hong Kong,Hybrid,0,,,,,,,0,,,0,,0,,,,,,,,
183,Huckleberry,Hybrid,0,,,,,,,127,,,0,,0,,,,,,,,
184,Hydro Green Crack,Sativa,0,,,,,,,0,,,0,,0,,,,,,,,
185,Ice,Hybrid,0,Nirvana,,,,,,0,,,0,,0,,,,,,,,
186,Ice Cream,Hybrid,0,Paradise Seeds,,,,,,0,,,0,,0,,,,,,,,
